initial leftsum: 131072
i: 16110, data[i]: 512, leftsum = 130560, rightSum = 512
i: 7937, data[i]: 0, leftsum = 101137, rightSum = 29935
i: 7936, data[i]: 0, leftsum = 101137, rightSum = 29935
i: 7935, data[i]: 1, leftsum = 101136, rightSum = 29936
i: 7934, data[i]: 1, leftsum = 101135, rightSum = 29937
i: 7933, data[i]: 0, leftsum = 101135, rightSum = 29937
i: 7932, data[i]: 1, leftsum = 101134, rightSum = 29938
i: 7931, data[i]: 1, leftsum = 101133, rightSum = 29939
i: 7930, data[i]: 0, leftsum = 101133, rightSum = 29939
i: 7929, data[i]: 0, leftsum = 101133, rightSum = 29939
i: 7928, data[i]: 1, leftsum = 101132, rightSum = 29940
i: 7927, data[i]: 0, leftsum = 101132, rightSum = 29940
i: 7926, data[i]: 1, leftsum = 101131, rightSum = 29941
i: 7925, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7924, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7923, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7922, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7921, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7920, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7919, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7918, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7917, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7916, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7915, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7914, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7913, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7912, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7911, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7910, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7909, data[i]: 0, leftsum = 101131, rightSum = 29941
i: 7908, data[i]: 1, leftsum = 101130, rightSum = 29942
i: 7907, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7906, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7905, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7904, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7903, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7902, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7901, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7900, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7899, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7898, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7897, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7896, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7895, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7894, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7893, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7892, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7891, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7890, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7889, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7888, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7887, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7886, data[i]: 0, leftsum = 101130, rightSum = 29942
i: 7885, data[i]: 1, leftsum = 101129, rightSum = 29943
i: 7884, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7883, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7882, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7881, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7880, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7879, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7878, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7877, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7876, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7875, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7874, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7873, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7872, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7871, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7870, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7869, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7868, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7867, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7866, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7865, data[i]: 0, leftsum = 101129, rightSum = 29943
i: 7864, data[i]: 1, leftsum = 101128, rightSum = 29944
i: 7863, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7862, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7861, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7860, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7859, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7858, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7857, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7856, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7855, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7854, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7853, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7852, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7851, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7850, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7849, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7848, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7847, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7846, data[i]: 0, leftsum = 101128, rightSum = 29944
i: 7845, data[i]: 1, leftsum = 101127, rightSum = 29945
i: 7844, data[i]: 0, leftsum = 101127, rightSum = 29945
i: 7843, data[i]: 1, leftsum = 101126, rightSum = 29946
i: 7842, data[i]: 0, leftsum = 101126, rightSum = 29946
i: 7841, data[i]: 1, leftsum = 101125, rightSum = 29947
i: 7840, data[i]: 1, leftsum = 101124, rightSum = 29948
i: 7839, data[i]: 0, leftsum = 101124, rightSum = 29948
i: 7838, data[i]: 1, leftsum = 101123, rightSum = 29949
i: 7837, data[i]: 0, leftsum = 101123, rightSum = 29949
i: 7836, data[i]: 0, leftsum = 101123, rightSum = 29949
i: 7835, data[i]: 0, leftsum = 101123, rightSum = 29949
i: 7834, data[i]: 0, leftsum = 101123, rightSum = 29949
i: 7833, data[i]: 0, leftsum = 101123, rightSum = 29949
i: 7832, data[i]: 0, leftsum = 101123, rightSum = 29949
i: 7831, data[i]: 0, leftsum = 101123, rightSum = 29949
i: 7830, data[i]: 0, leftsum = 101123, rightSum = 29949
i: 7829, data[i]: 1, leftsum = 101122, rightSum = 29950
i: 7828, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7827, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7826, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7825, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7824, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7823, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7822, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7821, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7820, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7819, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7818, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7817, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7816, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7815, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7814, data[i]: 0, leftsum = 101122, rightSum = 29950
i: 7813, data[i]: 1, leftsum = 101121, rightSum = 29951
i: 7812, data[i]: 0, leftsum = 101121, rightSum = 29951
i: 7811, data[i]: 1, leftsum = 101120, rightSum = 29952
i: 7810, data[i]: 0, leftsum = 101120, rightSum = 29952
i: 7809, data[i]: 0, leftsum = 101120, rightSum = 29952
i: 7808, data[i]: 0, leftsum = 101120, rightSum = 29952
i: 7807, data[i]: 2, leftsum = 101118, rightSum = 29954
i: 7806, data[i]: 1, leftsum = 101117, rightSum = 29955
i: 7805, data[i]: 0, leftsum = 101117, rightSum = 29955
i: 7804, data[i]: 1, leftsum = 101116, rightSum = 29956
i: 7803, data[i]: 0, leftsum = 101116, rightSum = 29956
i: 7802, data[i]: 2, leftsum = 101114, rightSum = 29958
i: 7801, data[i]: 1, leftsum = 101113, rightSum = 29959
i: 7800, data[i]: 0, leftsum = 101113, rightSum = 29959
i: 7799, data[i]: 1, leftsum = 101112, rightSum = 29960
i: 7798, data[i]: 8, leftsum = 101104, rightSum = 29968
i: 7797, data[i]: 8, leftsum = 101096, rightSum = 29976
i: 7796, data[i]: 8, leftsum = 101088, rightSum = 29984
i: 7795, data[i]: 8, leftsum = 101080, rightSum = 29992
i: 7794, data[i]: 4, leftsum = 101076, rightSum = 29996
i: 7793, data[i]: 4, leftsum = 101072, rightSum = 30000
i: 7792, data[i]: 4, leftsum = 101068, rightSum = 30004
i: 7791, data[i]: 2, leftsum = 101066, rightSum = 30006
i: 7790, data[i]: 2, leftsum = 101064, rightSum = 30008
i: 7789, data[i]: 4, leftsum = 101060, rightSum = 30012
i: 7788, data[i]: 4, leftsum = 101056, rightSum = 30016
i: 7787, data[i]: 32, leftsum = 101024, rightSum = 30048
i: 7786, data[i]: 4, leftsum = 101020, rightSum = 30052
i: 7785, data[i]: 4, leftsum = 101016, rightSum = 30056
i: 7784, data[i]: 1, leftsum = 101015, rightSum = 30057
i: 7783, data[i]: 1, leftsum = 101014, rightSum = 30058
i: 7782, data[i]: 2, leftsum = 101012, rightSum = 30060
i: 7781, data[i]: 4, leftsum = 101008, rightSum = 30064
i: 7780, data[i]: 16, leftsum = 100992, rightSum = 30080
i: 7779, data[i]: 8, leftsum = 100984, rightSum = 30088
i: 7778, data[i]: 4, leftsum = 100980, rightSum = 30092
i: 7777, data[i]: 4, leftsum = 100976, rightSum = 30096
i: 7776, data[i]: 4, leftsum = 100972, rightSum = 30100
i: 7775, data[i]: 4, leftsum = 100968, rightSum = 30104
i: 7774, data[i]: 8, leftsum = 100960, rightSum = 30112
i: 7773, data[i]: 16, leftsum = 100944, rightSum = 30128
i: 7772, data[i]: 2, leftsum = 100942, rightSum = 30130
i: 7771, data[i]: 2, leftsum = 100940, rightSum = 30132
i: 7770, data[i]: 2, leftsum = 100938, rightSum = 30134
i: 7769, data[i]: 2, leftsum = 100936, rightSum = 30136
i: 7768, data[i]: 4, leftsum = 100932, rightSum = 30140
i: 7767, data[i]: 2, leftsum = 100930, rightSum = 30142
i: 7766, data[i]: 2, leftsum = 100928, rightSum = 30144
i: 7765, data[i]: 16, leftsum = 100912, rightSum = 30160
i: 7764, data[i]: 4, leftsum = 100908, rightSum = 30164
i: 7763, data[i]: 4, leftsum = 100904, rightSum = 30168
i: 7762, data[i]: 8, leftsum = 100896, rightSum = 30176
i: 7761, data[i]: 16, leftsum = 100880, rightSum = 30192
i: 7760, data[i]: 4, leftsum = 100876, rightSum = 30196
i: 7759, data[i]: 2, leftsum = 100874, rightSum = 30198
i: 7758, data[i]: 2, leftsum = 100872, rightSum = 30200
i: 7757, data[i]: 8, leftsum = 100864, rightSum = 30208
i: 7756, data[i]: 1, leftsum = 100863, rightSum = 30209
i: 7755, data[i]: 0, leftsum = 100863, rightSum = 30209
i: 7754, data[i]: 0, leftsum = 100863, rightSum = 30209
i: 7753, data[i]: 0, leftsum = 100863, rightSum = 30209
i: 7752, data[i]: 0, leftsum = 100863, rightSum = 30209
i: 7751, data[i]: 1, leftsum = 100862, rightSum = 30210
i: 7750, data[i]: 0, leftsum = 100862, rightSum = 30210
i: 7749, data[i]: 0, leftsum = 100862, rightSum = 30210
i: 7748, data[i]: 0, leftsum = 100862, rightSum = 30210
i: 7747, data[i]: 0, leftsum = 100862, rightSum = 30210
i: 7746, data[i]: 1, leftsum = 100861, rightSum = 30211
i: 7745, data[i]: 1, leftsum = 100860, rightSum = 30212
i: 7744, data[i]: 0, leftsum = 100860, rightSum = 30212
i: 7743, data[i]: 0, leftsum = 100860, rightSum = 30212
i: 7742, data[i]: 0, leftsum = 100860, rightSum = 30212
i: 7741, data[i]: 0, leftsum = 100860, rightSum = 30212
i: 7740, data[i]: 0, leftsum = 100860, rightSum = 30212
i: 7739, data[i]: 0, leftsum = 100860, rightSum = 30212
i: 7738, data[i]: 0, leftsum = 100860, rightSum = 30212
i: 7737, data[i]: 0, leftsum = 100860, rightSum = 30212
i: 7736, data[i]: 0, leftsum = 100860, rightSum = 30212
i: 7735, data[i]: 0, leftsum = 100860, rightSum = 30212
i: 7734, data[i]: 1, leftsum = 100859, rightSum = 30213
i: 7733, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7732, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7731, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7730, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7729, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7728, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7727, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7726, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7725, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7724, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7723, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7722, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7721, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7720, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7719, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7718, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7717, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7716, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7715, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7714, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7713, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7712, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7711, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7710, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7709, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7708, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7707, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7706, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7705, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7704, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7703, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7702, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7701, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7700, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7699, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7698, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7697, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7696, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7695, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7694, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7693, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7692, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7691, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7690, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7689, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7688, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7687, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7686, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7685, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7684, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7683, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7682, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7681, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7680, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7679, data[i]: 0, leftsum = 100859, rightSum = 30213
i: 7678, data[i]: 1, leftsum = 100858, rightSum = 30214
i: 7677, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7676, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7675, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7674, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7673, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7672, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7671, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7670, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7669, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7668, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7667, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7666, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7665, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7664, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7663, data[i]: 0, leftsum = 100858, rightSum = 30214
i: 7662, data[i]: 1, leftsum = 100857, rightSum = 30215
i: 7661, data[i]: 1, leftsum = 100856, rightSum = 30216
i: 7660, data[i]: 0, leftsum = 100856, rightSum = 30216
i: 7659, data[i]: 0, leftsum = 100856, rightSum = 30216
i: 7658, data[i]: 0, leftsum = 100856, rightSum = 30216
i: 7657, data[i]: 0, leftsum = 100856, rightSum = 30216
i: 7656, data[i]: 1, leftsum = 100855, rightSum = 30217
i: 7655, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7654, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7653, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7652, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7651, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7650, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7649, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7648, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7647, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7646, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7645, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7644, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7643, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7642, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7641, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7640, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7639, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7638, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7637, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7636, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7635, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7634, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7633, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7632, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7631, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7630, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7629, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7628, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7627, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7626, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7625, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7624, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7623, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7622, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7621, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7620, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7619, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7618, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7617, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7616, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7615, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7614, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7613, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7612, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7611, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7610, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7609, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7608, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7607, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7606, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7605, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7604, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7603, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7602, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7601, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7600, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7599, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7598, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7597, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7596, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7595, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7594, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7593, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7592, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7591, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7590, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7589, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7588, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7587, data[i]: 0, leftsum = 100855, rightSum = 30217
i: 7586, data[i]: 1, leftsum = 100854, rightSum = 30218
i: 7585, data[i]: 0, leftsum = 100854, rightSum = 30218
i: 7584, data[i]: 0, leftsum = 100854, rightSum = 30218
i: 7583, data[i]: 1, leftsum = 100853, rightSum = 30219
i: 7582, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7581, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7580, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7579, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7578, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7577, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7576, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7575, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7574, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7573, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7572, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7571, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7570, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7569, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7568, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7567, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7566, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7565, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7564, data[i]: 0, leftsum = 100853, rightSum = 30219
i: 7563, data[i]: 1, leftsum = 100852, rightSum = 30220
i: 7562, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7561, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7560, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7559, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7558, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7557, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7556, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7555, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7554, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7553, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7552, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7551, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7550, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7549, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7548, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7547, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7546, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7545, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7544, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7543, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7542, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7541, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7540, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7539, data[i]: 0, leftsum = 100852, rightSum = 30220
i: 7538, data[i]: 1, leftsum = 100851, rightSum = 30221
i: 7537, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7536, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7535, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7534, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7533, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7532, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7531, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7530, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7529, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7528, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7527, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7526, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7525, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7524, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7523, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7522, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7521, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7520, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7519, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7518, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7517, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7516, data[i]: 0, leftsum = 100851, rightSum = 30221
i: 7515, data[i]: 1, leftsum = 100850, rightSum = 30222
i: 7514, data[i]: 0, leftsum = 100850, rightSum = 30222
i: 7513, data[i]: 0, leftsum = 100850, rightSum = 30222
i: 7512, data[i]: 1, leftsum = 100849, rightSum = 30223
i: 7511, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7510, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7509, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7508, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7507, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7506, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7505, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7504, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7503, data[i]: 0, leftsum = 100849, rightSum = 30223
i: 7502, data[i]: 0, leftsum = 100849, rightSum = 30223
